Timeline,Oxygen Consumption,Ammonia Nitrogen,PH,Dissolved Oxygen
30:00.0,4.2473,0.1781,7.6913,6.1853
00:00.0,4.1762,0.3192,7.6877,6.186
30:00.0,4.1766,0.1716,7.6885,6.186
00:00.0,4.1766,0.2123,7.7166,6.0117
30:00.0,4.1743,0.167,7.7113,6.2107
00:00.0,4.1358,0.1489,7.7325,6.2379
30:00.0,4.1358,0.0811,7.7614,6.4856
00:00.0,4.1374,0.0919,7.7658,6.4359
30:00.0,4.1362,0.1482,7.727,6.5132
00:00.0,3.9701,0.1987,7.7284,6.5136
30:00.0,3.9709,0.1565,7.7465,6.5125
00:00.0,3.9701,0.2213,7.7968,6.4133
30:00.0,3.9701,0.1591,7.8295,6.5637
00:00.0,3.9222,0.3488,7.8548,6.5379
30:00.0,3.9222,0.1596,7.8922,6.5622
00:00.0,3.923,0.1582,7.9477,6.5136
30:00.0,3.9218,0.1547,7.9507,6.6378
00:00.0,4.2626,0.1369,7.9666,6.6639
30:00.0,4.2622,0.2032,7.9856,6.6861
00:00.0,4.2626,0.1465,8.0147,6.6388
30:00.0,4.2622,0.1497,8.0004,6.7115
00:00.0,4.2705,0.3217,7.9839,6.6617
30:00.0,4.2705,0.105,7.9611,6.637
00:00.0,4.2716,0.1788,7.9556,6.4642
30:00.0,4.2705,0.1685,7.9067,6.5626
00:00.0,4.1754,0.1507,7.9128,6.6105
30:00.0,4.1766,0.1653,7.9202,6.6599
00:00.0,4.1762,0.1375,7.9295,6.5858
30:00.0,4.1754,0.2129,7.8927,6.6839
00:00.0,4.4534,0.1607,7.9447,6.8342
30:00.0,4.4518,0.2788,8.0667,7.0281
00:00.0,4.453,0.2728,8.1936,7.1538
30:00.0,4.4526,0.1555,8.184,7.2783
00:00.0,5.4349,0.1562,8.1892,7.254
30:00.0,5.4341,0.3168,8.1898,7.2762
00:00.0,5.4345,0.0999,8.2186,7.1527
30:00.0,5.4341,0.1496,8.195,7.2279
00:00.0,6.0049,0.1303,8.1881,7.2028
30:00.0,6.0041,0.2478,8.1793,7.152
00:00.0,6.0045,0.1502,8.1571,6.9297
30:00.0,6.0041,0.2268,8.1087,6.9065
00:00.0,6.1227,0.2669,8.0711,6.8063
30:00.0,6.123,0.1776,8.076,6.7569
00:00.0,6.1234,0.1368,8.0906,6.6577
30:00.0,6.123,0.1221,8.0996,6.7812
00:00.0,6.0359,0.2478,8.0988,6.7572
30:00.0,6.0386,0.1831,8.0936,6.7594
00:00.0,6.0367,0.169,8.1076,6.6091
30:00.0,6.0363,0.2595,8.0985,6.7823
00:00.0,6.0669,0.2057,8.0908,6.7572
30:00.0,6.0673,0.1269,8.0908,6.7837
00:00.0,6.0661,0.2339,8.1101,6.7086
30:00.0,6.0685,0.1525,8.095,6.7845
00:00.0,4.9115,0.2512,8.0985,6.7598
30:00.0,4.9111,0.2159,8.1101,6.7834
00:00.0,4.9111,0.2399,8.1274,6.6341
30:00.0,4.9119,0.1589,8.1106,6.7612
00:00.0,5.0945,0.1286,8.101,6.738
30:00.0,5.0941,0.1717,8.1057,6.7877
00:00.0,5.0945,0.1621,8.1244,6.7118
30:00.0,5.0953,0.2305,8.1247,6.8364
00:00.0,4.8731,0.1915,8.1472,6.884
30:00.0,4.8727,0.1672,8.1587,6.9079
00:00.0,4.8727,0.1916,8.1824,6.8604
30:00.0,4.8727,0.1701,8.1807,6.9326
00:00.0,4.4683,0.1525,8.1785,6.9337
30:00.0,4.4683,0.2214,8.1771,6.957
00:00.0,4.4687,0.19,8.1928,6.8368
30:00.0,4.4691,0.1441,8.1912,6.957
00:00.0,4.4691,0.1707,8.1942,6.9813
30:00.0,4.4691,0.1787,8.2049,7.0332
00:00.0,4.4691,0.2119,8.2348,7.0071
30:00.0,4.4695,0.1513,8.2277,7.1051
00:00.0,4.4063,0.2368,8.2283,7.055
30:00.0,4.4063,0.1519,8.2335,7.0572
00:00.0,4.4063,0.2238,8.2475,7.0049
30:00.0,4.4067,0.2047,8.2184,6.9802
00:00.0,4.5959,0.1451,8.206,6.9065
30:00.0,4.5963,0.1561,8.1994,6.9058
00:00.0,4.5971,0.2253,8.206,6.8342
30:00.0,4.5963,0.1607,8.1901,6.8843
00:00.0,4.5727,0.2625,8.1967,6.8593
30:00.0,4.5723,0.1203,8.1876,6.8088
00:00.0,4.5723,0.0884,8.1909,6.7369
30:00.0,4.572,0.1788,8.1733,6.7362
00:00.0,4.5963,0.1608,8.1488,6.6617
30:00.0,4.5955,0.1765,8.1351,6.6356
00:00.0,4.5963,0.2093,8.1307,6.4366
30:00.0,4.5959,0.1401,8.1098,6.5357
00:00.0,4.6273,0.2496,8.1062,6.5361
30:00.0,4.6269,0.1936,8.1068,6.4867
00:00.0,4.6285,0.2251,8.1181,6.3614
30:00.0,4.6277,0.1214,8.1271,6.4627
00:00.0,4.493,0.2281,8.1587,6.4856
30:00.0,4.4934,0.2058,8.1513,6.4889
00:00.0,4.4934,0.266,8.1367,6.4133
00:00.0,4.1048,0.3346,8.1211,6.4631
30:00.0,4.1056,0.2322,8.1343,6.5132
00:00.0,4.1052,0.2564,8.1807,6.5637
30:00.0,4.1048,0.2131,8.2109,6.5633
00:00.0,4.3348,0.3107,8.2299,6.5608
30:00.0,4.3348,0.2529,8.2329,6.5619
00:00.0,4.3348,0.1736,8.234,6.5637
30:00.0,4.3344,0.2105,8.2343,6.56
00:00.0,4.4212,0.3129,8.2392,6.5847
30:00.0,4.422,0.1321,8.2425,6.6131
00:00.0,4.4224,0.1785,8.2491,6.5873
30:00.0,4.4212,0.2148,8.225,6.5855
00:00.0,4.0172,0.1489,8.206,6.564
30:00.0,4.018,0.1739,8.1906,6.564
00:00.0,4.0176,0.1799,8.2159,6.5898
30:00.0,4.0172,0.1838,8.2118,6.564
00:00.0,4.6344,0.1361,8.2261,6.5891
30:00.0,4.6348,0.219,8.2241,6.6145
00:00.0,4.6352,0.2647,8.2294,6.5887
30:00.0,4.6352,0.2359,8.2261,6.6381
00:00.0,4.3105,0.32,8.2398,6.6621
30:00.0,4.3109,0.2653,8.2302,6.6614
00:00.0,4.3105,0.2768,8.2296,6.6116
30:00.0,4.3117,0.1919,8.2236,6.6363
00:00.0,4.0746,0.3381,8.2283,6.6625
30:00.0,4.0734,0.1783,8.2332,6.6109
00:00.0,4.0742,0.2428,8.2425,6.5633
30:00.0,4.0746,0.1913,8.2324,6.6363
00:00.0,3.8908,0.1838,8.2244,6.5858
30:00.0,3.8912,0.2827,8.2252,6.5622
00:00.0,3.8904,0.3993,8.225,6.4631
30:00.0,3.8912,0.218,8.2239,6.6378
00:00.0,3.8912,0.2295,8.2285,6.6378
30:00.0,3.8912,0.3265,8.2241,6.6131
00:00.0,3.8904,0.3445,8.2381,6.6588
30:00.0,3.8904,0.1995,8.2151,6.5855
00:00.0,3.4397,0.2266,8.2085,6.5379
30:00.0,3.4409,0.2021,8.2093,6.535
00:00.0,3.4394,0.2598,8.234,6.5847
30:00.0,3.4394,0.1575,8.228,6.6105
00:00.0,3.9623,0.2182,8.2327,6.6374
30:00.0,3.9615,0.234,8.2343,6.6102
00:00.0,3.9619,0.24,8.2439,6.6113
30:00.0,3.9623,0.1555,8.2414,6.6123
00:00.0,4.0804,0.2122,8.2178,6.5604
30:00.0,4.0808,0.1266,8.2082,6.5375
00:00.0,4.0824,0.2139,8.2225,6.4119
30:00.0,4.0808,0.1951,8.2184,6.5622
00:00.0,4.8958,0.2108,8.2294,6.5608
30:00.0,4.8958,0.2673,8.2381,6.559
00:00.0,4.8966,0.2837,8.2464,6.4635
30:00.0,4.8966,0.165,8.2524,6.5837
00:00.0,4.8966,0.3047,8.2607,6.5622
30:00.0,4.8962,0.1447,8.2714,6.5884
00:00.0,4.8966,0.0992,8.3011,6.5143
30:00.0,4.8966,0.1725,8.3145,6.6359
00:00.0,5.0548,0.1571,8.3162,6.6385
30:00.0,5.0548,0.2211,8.3261,6.661
00:00.0,5.0552,0.2382,8.3527,6.5887
30:00.0,5.0548,0.204,8.3547,6.6635
00:00.0,4.7231,0.099,8.3525,6.6654
30:00.0,4.7223,0.1407,8.3385,6.6897
00:00.0,4.7227,0.1436,8.3239,6.515
30:00.0,4.7223,0.19,8.3107,6.6403
00:00.0,4.2151,0.1045,8.331,6.6886
30:00.0,4.2151,0.1766,8.3541,6.7852
00:00.0,4.2155,0.1474,8.3657,6.714
30:00.0,4.2155,0.237,8.3417,6.811
00:00.0,4.3741,0.1263,8.3434,6.7623
30:00.0,4.3749,0.1079,8.3516,6.8589
00:00.0,4.3745,0.1068,8.3767,6.6868
30:00.0,4.3753,0.1781,8.3665,6.9824
00:00.0,4.7781,0.1145,8.367,6.982
30:00.0,4.7781,0.1627,8.3753,7.0303
00:00.0,4.7785,0.2899,8.3898,6.6374
30:00.0,4.7781,0.1379,8.3758,6.929
00:00.0,5.4207,0.1936,8.3745,6.9315
30:00.0,5.4195,0.1638,8.3525,6.8313
00:00.0,5.4199,0.1924,8.3283,6.4631
30:00.0,5.4207,0.1763,8.2816,6.6367
00:00.0,5.2229,0.2726,8.3181,6.5851
30:00.0,5.2217,0.1689,8.3297,6.5855
00:00.0,5.2217,0.19,8.3481,6.4627
30:00.0,5.2217,0.1782,8.2997,6.5343
00:00.0,5.0317,0.1006,8.2752,6.5092
30:00.0,5.0321,0.2377,8.2794,6.5107
00:00.0,5.0317,0.1331,8.2939,6.4093
30:00.0,5.0317,0.2055,8.2607,6.5096
00:00.0,5.0627,0.1532,8.2464,6.4624
30:00.0,5.0635,0.1463,8.2332,6.4359
00:00.0,5.0639,0.201,8.2335,6.2103
30:00.0,5.0643,0.2118,8.1898,6.361
00:00.0,4.8652,0.2016,8.1807,6.336
30:00.0,4.8648,0.1291,8.1906,6.2859
00:00.0,4.8652,0.1583,8.2184,6.2096
30:00.0,4.8656,0.2564,8.1749,6.2354
00:00.0,4.8103,0.2217,8.1656,6.1606
30:00.0,4.8099,0.1532,8.1716,6.2837
00:00.0,4.8099,0.1891,8.1763,6.1875
30:00.0,4.8103,0.1939,8.1615,6.2594
00:00.0,4.7627,0.1648,8.1755,6.2844
30:00.0,4.7627,0.2302,8.1854,6.2837
00:00.0,4.7635,0.2744,8.2041,6.1631
30:00.0,4.7624,0.196,8.2098,6.2848
00:00.0,4.7392,0.2163,8.2085,6.287
30:00.0,4.7392,0.1903,8.1991,6.3356
00:00.0,4.7388,0.1453,8.2038,6.2605
30:00.0,4.7384,0.1993,8.1909,6.3098
00:00.0,4.6685,0.3006,8.1848,6.2866
30:00.0,4.6677,0.1954,8.1854,6.3371
00:00.0,4.6721,0.4166,8.1895,6.3356
30:00.0,4.6677,0.2325,8.1939,6.3847
00:00.0,4.5488,0.1574,8.1961,6.3607
30:00.0,4.5515,0.2183,8.1964,6.5118
00:00.0,4.5492,0.1188,8.1903,6.5092
30:00.0,4.5441,0.1649,8.2041,6.56
00:00.0,4.5245,0.0961,8.234,6.6102
30:00.0,4.5252,0.2997,8.2676,6.6116
00:00.0,4.5225,0.1552,8.256,6.5855
30:00.0,4.5256,0.1393,8.275,6.6352
00:00.0,4.4616,0.1164,8.2665,6.661
30:00.0,4.4597,0.2441,8.2758,6.6603
00:00.0,4.4624,0.424,8.2794,6.6824
30:00.0,4.4609,0.1717,8.2807,6.6087
00:00.0,4.6104,0.2715,8.2904,6.5088
30:00.0,4.6112,0.1513,8.3005,6.5103
00:00.0,4.6112,0.3664,8.2761,6.2841
30:00.0,4.6171,0.1846,8.2667,6.5372
00:00.0,4.3427,0.1888,8.2761,6.4878
30:00.0,4.3431,0.1712,8.2915,6.6094
00:00.0,4.3333,0.232,8.2761,6.3088
30:00.0,4.3423,0.252,8.2755,6.5088
00:00.0,4.1303,0.192,8.2577,6.4849
30:00.0,4.1248,0.1836,8.2318,6.4366
00:00.0,4.1291,0.3146,8.2129,6.3349
30:00.0,4.0938,0.2305,8.2134,6.4108
00:00.0,3.9607,0.1547,8.1892,6.3828
30:00.0,3.9544,0.2184,8.1568,6.4072
00:00.0,3.9568,0.2542,8.1332,6.2347
30:00.0,3.9536,0.2573,8.1428,6.4072
00:00.0,4.0255,0.3007,8.1332,6.3847
30:00.0,4.0212,0.3073,8.1139,6.36
00:00.0,4.0263,0.2947,8.0848,6.2376
30:00.0,4.0243,0.336,8.0557,6.2866
00:00.0,4.2328,0.3663,7.9944,6.2626
30:00.0,4.2634,0.3199,7.9114,6.2623
00:00.0,4.263,0.2331,7.8383,6.263
30:00.0,4.2622,0.3309,7.8331,6.3117
00:00.0,3.883,0.1988,7.8482,6.3589
30:00.0,3.8885,0.2601,7.9499,6.6592
00:00.0,3.8857,0.3561,7.9694,7.4762
30:00.0,3.883,0.2745,7.9518,6.6352
00:00.0,4.137,0.3322,7.9515,6.6864
30:00.0,4.1385,0.2832,7.9894,6.6853
00:00.0,4.1366,0.2624,8.0727,6.5143
30:00.0,4.137,0.3434,8.1623,6.8106
00:00.0,4.3662,0.2172,8.2533,6.8368
30:00.0,4.3658,0.3552,8.2829,6.8113
00:00.0,4.367,0.3678,8.3211,6.6621
30:00.0,4.3658,0.2008,8.3439,6.8829
00:00.0,4.6591,0.0831,8.3431,6.8836
30:00.0,4.6595,0.2108,8.333,6.8585
00:00.0,4.6599,0.2923,8.3192,6.6381
30:00.0,4.6591,0.41,8.286,6.7837
00:00.0,4.4294,0.3633,8.2585,6.7598
30:00.0,4.4294,0.1497,8.2612,6.7598
00:00.0,4.4298,0.3794,8.3052,6.7122
30:00.0,4.4302,0.1746,8.3099,6.9068
00:00.0,4.4059,0.2171,8.3151,6.9787
30:00.0,4.4063,0.2109,8.3514,7.1294
00:00.0,4.4055,0.3058,8.3673,6.8814
30:00.0,4.4059,0.2308,8.3574,7.1269
00:00.0,4.676,0.2391,8.3527,7.1044
30:00.0,4.6748,0.2459,8.3286,7.0525
00:00.0,4.674,0.4745,8.3198,6.8309
30:00.0,4.6764,0.2606,8.2994,7.0034
00:00.0,4.9367,0.2051,8.2898,6.9595
30:00.0,4.9371,0.1092,8.275,6.9544
00:00.0,4.9374,0.1992,8.2434,6.6861
30:00.0,4.9363,0.1306,8.2439,6.8324
00:00.0,4.8892,0.1517,8.239,6.8073
30:00.0,4.8892,0.216,8.2203,6.7336
00:00.0,4.8896,0.1661,8.1991,6.5379
30:00.0,4.8888,0.2404,8.1914,6.7344
00:00.0,4.8656,0.155,8.1799,6.759
30:00.0,4.8656,0.1868,8.1802,6.7093
00:00.0,4.8656,0.1999,8.1821,6.535
30:00.0,4.866,0.2407,8.1628,6.685
00:00.0,4.8016,0.3932,8.1439,6.6581
30:00.0,4.8028,0.621,8.142,6.6599
00:00.0,4.802,0.257,8.1541,6.4355
30:00.0,4.8024,0.2003,8.1672,6.5375
00:00.0,4.7945,0.1943,8.1901,6.5346
30:00.0,4.7945,0.2389,8.1994,6.559
00:00.0,4.7949,0.3644,8.1851,6.4112
30:00.0,4.7949,0.2587,8.1873,6.5884
00:00.0,4.8338,0.2478,8.1689,6.6131
30:00.0,4.8342,0.0899,8.1521,6.6378
00:00.0,4.8342,0.1458,8.1442,6.4642
30:00.0,4.8338,0.3538,8.1694,6.6378
00:00.0,4.8578,0.2333,8.1785,6.6632
30:00.0,4.8578,0.2068,8.187,6.6614
00:00.0,4.8581,0.1582,8.1923,6.5143
30:00.0,4.8581,0.2636,8.22,6.714
00:00.0,4.7781,0.1251,8.2359,6.7147
30:00.0,4.7788,0.1407,8.2313,6.7169
00:00.0,4.7788,0.3735,8.2252,6.5157
30:00.0,4.7796,0.153,8.2486,6.689
00:00.0,4.6206,0.4055,8.2436,6.6171
30:00.0,4.6198,0.2174,8.2409,6.5909
00:00.0,4.6202,0.1103,8.2214,6.4177
30:00.0,4.6202,0.1133,8.2162,6.515
00:00.0,4.3034,0.2547,8.1939,6.4925
30:00.0,4.3042,0.2509,8.1774,6.4674
00:00.0,4.3034,0.3063,8.1683,6.2899
30:00.0,4.517,0.1698,8.3393,6.6403
00:00.0,4.4773,0.2406,8.3544,6.6628
30:00.0,4.4785,0.2229,8.3522,6.6879
00:00.0,4.4769,0.1399,8.3585,6.5154
30:00.0,4.4769,0.2382,8.3676,6.7111
00:00.0,4.6277,0.1967,8.3668,6.6861
30:00.0,4.6273,0.1891,8.3819,6.7387
00:00.0,4.6281,0.2933,8.3901,6.5898
30:00.0,4.6281,0.1692,8.3898,6.7383
00:00.0,4.857,0.1742,8.3956,6.763
30:00.0,4.8581,0.484,8.4099,6.787
00:00.0,4.8578,0.2608,8.4234,6.6142
30:00.0,4.857,0.2961,8.439,6.86
00:00.0,4.7706,0.2164,8.4382,6.8585
30:00.0,4.7702,0.1902,8.4426,6.8836
00:00.0,4.771,0.3791,8.4478,6.6378
30:00.0,4.7698,0.179,8.4393,6.8324
00:00.0,5.1263,0.1334,8.4247,6.7841
30:00.0,5.1267,0.1195,8.4044,6.7365
00:00.0,5.1279,0.1847,8.405,6.5136
30:00.0,5.1267,0.2046,8.4135,6.7097
00:00.0,5.1667,0.2483,8.4195,6.7093
30:00.0,5.1667,0.1176,8.4151,6.6606
00:00.0,5.1663,0.2181,8.4102,6.4115
30:00.0,5.1659,0.2002,8.4055,6.6109
30:00.0,5.0792,0.0954,8.4044,6.584
00:00.0,5.0792,0.1548,8.4143,6.3629
30:00.0,5.0792,0.3331,8.4091,6.5622
00:00.0,5.1184,0.3512,8.4041,6.486
30:00.0,5.1196,0.3013,8.3986,6.5125
00:00.0,5.1192,0.1275,8.3937,6.3378
30:00.0,5.1188,0.1299,8.389,6.5103
00:00.0,5.259,0.2344,8.3747,6.4613
30:00.0,5.2613,0.1959,8.367,6.4366
00:00.0,5.2609,0.2588,8.3604,6.2136
30:00.0,5.2621,0.1938,8.3569,6.434
00:00.0,5.2213,0.246,8.3459,6.4086
30:00.0,5.2209,0.218,8.3277,6.3839
00:00.0,5.2295,0.539,8.3324,6.1631
30:00.0,5.2217,0.3375,8.347,6.4598
00:00.0,5.142,0.3467,8.3508,6.4863
30:00.0,5.1424,0.1663,8.361,6.4845
00:00.0,5.1424,0.3272,8.375,6.3098
30:00.0,5.1432,0.2234,8.3797,6.5117
00:00.0,5.332,0.1433,8.3712,6.5604
30:00.0,5.3324,0.3063,8.3456,6.4849
00:00.0,5.332,0.2716,8.3288,6.2852
30:00.0,5.3324,0.2193,8.3231,6.5582
00:00.0,5.0317,0.3779,8.3431,6.6098
30:00.0,5.0321,0.1575,8.3596,6.6566
00:00.0,5.0317,0.2397,8.3618,6.4344
30:00.0,5.0313,0.146,8.3753,6.6563
00:00.0,5.1267,0.3006,8.364,6.6817
30:00.0,5.1271,0.2801,8.3599,6.6338
00:00.0,5.1259,0.2772,8.3654,6.3825
30:00.0,5.1271,0.306,8.3794,6.6338
00:00.0,5.2531,0.29,8.3742,6.6069
30:00.0,5.2547,0.3158,8.3637,6.6069
00:00.0,5.2535,0.1567,8.3596,6.3821
30:00.0,5.2539,0.2388,8.3706,6.5582
00:00.0,5.4199,0.2233,8.3742,6.5833
30:00.0,5.4191,0.2672,8.3706,6.5829
00:00.0,5.4203,0.3179,8.3591,6.3342
30:00.0,5.4199,0.2281,8.3736,6.5564
00:00.0,5.4827,0.2421,8.3613,6.5571
30:00.0,5.4831,0.3729,8.3459,6.5085
00:00.0,5.4835,0.1781,8.3217,6.3084
30:00.0,5.4835,0.5359,8.3126,6.4845
00:00.0,5.4517,0.2117,8.2898,6.482
30:00.0,5.4513,0.2441,8.2654,6.4838
30:00.0,5.4517,0.2861,8.2313,6.4308
00:00.0,5.3336,0.3367,8.2109,6.3825
30:00.0,5.3332,0.1659,8.1703,6.4072
00:00.0,5.3343,0.233,8.1266,6.1355
30:00.0,5.3328,0.3574,8.0856,6.3567
00:00.0,5.1031,0.1621,8.0458,6.3309
30:00.0,5.1031,0.4113,8.023,6.3331
00:00.0,5.1031,0.3052,7.9966,6.0847
30:00.0,5.1023,0.2078,7.9875,6.3552
00:00.0,5.246,0.4146,7.9578,6.4329
30:00.0,5.2448,0.3724,7.9507,6.5561
00:00.0,5.2468,0.206,7.94,6.4046
30:00.0,5.2456,0.205,7.9392,6.5321
00:00.0,5.1589,0.2796,7.9581,6.6062
30:00.0,5.1589,0.4738,7.9631,6.6541
00:00.0,5.1589,0.4958,7.9551,6.4838
30:00.0,5.1589,0.1907,7.9741,6.7536
00:00.0,5.3956,0.1351,7.9688,6.7289
30:00.0,5.3972,0.0373,8.0079,6.7783
00:00.0,5.396,0.1138,7.9892,6.6799
30:00.0,5.3964,0.0427,7.9688,6.7547
00:00.0,5.3885,0.3858,7.9699,6.7558
30:00.0,5.3885,0.2178,7.9785,6.8037
00:00.0,5.3889,0.3016,7.9977,6.8052
30:00.0,5.3881,0.1284,8.009,6.8556
00:00.0,5.3171,0.56,8.0172,6.8549
30:00.0,5.3171,0.0587,8.0337,6.9519
00:00.0,5.3171,0.2947,8.0568,6.9286
30:00.0,5.3171,0.0386,8.0788,7.0249
00:00.0,5.2374,0.3126,8.0955,7.0263
30:00.0,5.2378,0.1938,8.0999,7.0278
00:00.0,5.2374,0.1156,8.104,6.9762
30:00.0,5.2382,0.2537,8.1029,7.0746
00:00.0,4.9685,0.0862,8.1189,7.1008
30:00.0,4.9681,0.3135,8.1318,7.0993
00:00.0,4.9685,0.3278,8.1422,7.0989
30:00.0,4.9692,0.0968,8.1409,7.1498
00:00.0,5.2142,0.1665,8.1455,7.1509
30:00.0,5.2138,0.197,8.1425,7.1262
00:00.0,5.2146,0.2539,8.1271,7.0528
30:00.0,5.2142,0.4247,8.1137,7.0499
30:00.0,4.992,0.2836,8.0766,7.051
00:00.0,4.9928,0.3312,8.0609,6.9755
30:00.0,4.9932,0.4624,8.0419,7.0281
00:00.0,4.961,0.0856,8.0274,6.9758
30:00.0,4.961,0.268,8.0197,6.9769
00:00.0,4.9602,0.1553,8.0323,6.9257
30:00.0,4.9614,0.082,8.0554,6.9755
00:00.0,4.9606,0.2457,8.0661,6.9748
30:00.0,4.9614,0.3561,8.0936,6.9766
00:00.0,4.9614,0.24,8.1563,6.9501
30:00.0,4.9602,0.2916,8.1903,6.9497
00:00.0,4.5335,0.2548,8.237,6.9275
30:00.0,4.5339,0.2935,8.27,6.9773
00:00.0,4.5335,0.2525,8.2884,6.9261
30:00.0,4.5331,0.0652,8.2706,6.9493
00:00.0,4.2968,0.3406,8.2706,6.9493
30:00.0,4.2948,0.3687,8.2365,6.9243
00:00.0,4.296,0.2998,8.2167,6.8789
30:00.0,4.294,0.1945,8.1936,6.9028
00:00.0,4.1138,0.2815,8.1953,6.901
30:00.0,4.113,0.1855,8.1609,6.9047
00:00.0,4.1126,0.1931,8.1345,6.88
30:00.0,4.1016,0.1273,8.1112,6.9304
30:00.0,3.9623,0.198,8.0878,6.9315
00:00.0,3.9627,0.4239,8.0974,6.8585
30:00.0,3.9631,0.3881,8.1109,6.9802
00:00.0,4.0977,0.2739,8.1126,7.006
30:00.0,4.0989,0.0995,8.1159,7.006
00:00.0,4.0989,0.1349,8.1359,7.031
30:00.0,4.0981,0.349,8.1648,7.0808
00:00.0,4.2873,0.0984,8.2024,7.1309
30:00.0,4.2877,0.4105,8.1975,7.1324
00:00.0,4.2881,0.2748,8.2255,7.108
30:00.0,4.2885,0.2225,8.2497,7.205
00:00.0,4.3823,0.1752,8.2739,7.2805
30:00.0,4.3839,0.3022,8.281,7.2576
00:00.0,4.3835,0.3607,8.2816,7.2333
30:00.0,4.3823,0.4109,8.2681,7.2555
00:00.0,4.6992,0.0668,8.2813,7.258
30:00.0,4.6995,0.2786,8.295,7.2802
00:00.0,4.6992,0.3596,8.3003,7.2536
30:00.0,4.6995,0.4074,8.2865,7.2776
30:00.0,4.5645,0.235,8.2486,7.2522
00:00.0,4.5547,0.5414,8.2912,7.2522
30:00.0,4.5649,0.102,8.3148,7.3288
00:00.0,4.5072,0.2944,8.2673,7.2522
30:00.0,4.5119,0.3485,8.289,7.2794
00:00.0,4.5095,0.2317,8.3203,7.2515
30:00.0,4.5087,0.4716,8.3154,7.2547
00:00.0,4.548,0.0863,8.3255,7.2772
30:00.0,4.5488,0.55,8.3247,7.2787
00:00.0,4.5476,0.1349,8.3956,7.3281
30:00.0,4.5492,0.616,8.4811,7.4029
00:00.0,4.4852,0.1551,8.5174,7.3473
30:00.0,4.4758,0.2454,8.5105,7.3288
00:00.0,4.4856,0.4432,8.5223,7.3255
30:00.0,4.4868,0.1203,8.5294,7.3771
00:00.0,4.7467,0.3435,8.5223,7.3524
30:00.0,4.747,0.7503,8.5259,7.3252
00:00.0,4.7478,0.146,8.5399,7.2544
30:00.0,4.7474,0.0885,8.5539,7.2772
00:00.0,4.7078,0.3994,8.5836,7.2536
30:00.0,4.7078,0.0858,8.5885,7.225
00:00.0,4.7074,0.454,8.5937,7.1276
30:00.0,4.7082,0.0822,8.5729,7.1781
00:00.0,4.6992,0.1242,8.547,7.177
30:00.0,4.6992,0.376,8.508,7.1527
00:00.0,4.6995,0.0855,8.4401,7.0546
30:00.0,4.6992,0.2214,8.3445,7.1055
00:00.0,4.6206,0.3578,8.2615,7.0557
30:00.0,4.6202,0.6337,8.2489,7.0793
00:00.0,4.6198,0.4985,8.2442,7.0826
30:00.0,4.6206,0.2239,8.2442,7.1073
00:00.0,4.6929,0.2172,8.2431,7.132
30:00.0,4.6913,0.0984,8.2739,7.2064
00:00.0,4.6921,0.592,8.2741,7.157
30:00.0,4.6917,0.0962,8.2788,7.2072
00:00.0,4.6442,0.0774,8.2818,7.2329
30:00.0,4.6446,0.3613,8.2497,7.2061
00:00.0,4.645,0.1333,8.22,7.1084
30:00.0,4.6442,0.1671,8.2071,7.132
00:00.0,4.4938,0.4299,8.201,7.0841
30:00.0,4.493,0.5505,8.2208,7.0837
00:00.0,4.4927,0.2382,8.2299,7.0336
30:00.0,4.4934,0.2622,8.2403,7.157
00:00.0,4.4141,0.1626,8.2522,7.1589
30:00.0,4.4141,0.3357,8.2728,7.2061
00:00.0,4.4149,0.4521,8.281,7.1051
30:00.0,4.4141,0.4133,8.3206,7.2791
00:00.0,4.8263,0.3126,8.3352,7.2812
30:00.0,4.8263,0.1628,8.2719,7.1316
00:00.0,4.826,0.2744,8.2151,6.9559
30:00.0,4.8263,0.1259,8.1972,7.006
00:00.0,4.6446,0.329,8.1851,6.933
30:00.0,4.6442,0.5023,8.1615,6.9058
00:00.0,4.645,0.3124,8.1466,6.8585
30:00.0,4.6446,0.702,8.1367,6.8829
00:00.0,4.296,0.095,8.1321,6.8596
30:00.0,4.2956,0.2538,8.12,6.8328
00:00.0,4.2968,0.2684,8.1018,6.7612
30:00.0,4.296,0.2136,8.0782,6.7841
00:00.0,4.2752,0.6267,8.0705,6.7834
30:00.0,4.2724,0.1865,8.0702,6.7598
00:00.0,4.272,0.1003,8.0755,6.6102
30:00.0,4.2673,0.2316,8.1082,6.7601
00:00.0,4.2398,0.3557,8.1488,6.7594
30:00.0,4.241,0.7297,8.1914,6.7834
00:00.0,4.2394,0.2061,8.2123,6.6599
30:00.0,4.2402,0.3174,8.2233,6.8342
00:00.0,4.4404,0.2836,8.2222,6.8342
30:00.0,4.4385,0.3675,8.2283,6.8556
00:00.0,4.4381,0.2115,8.2379,6.6839
30:00.0,4.4393,0.4396,8.2269,6.8313
00:00.0,4.3662,0.1147,8.2052,6.783
30:00.0,4.3678,0.8749,8.2225,6.8324
00:00.0,4.3482,0.0235,8.2327,6.5873
30:00.0,4.367,0.0226,8.2343,6.957
00:00.0,4.367,0.023,8.2307,6.9813
30:00.0,4.3666,0.02,8.1969,7.4799
00:00.0,4.3666,0.02,8.201,7.6516
30:00.0,4.3666,0.02,8.2019,7.6487
00:00.0,4.4557,0.02,8.1953,7.6752
30:00.0,4.4542,0.02,8.1923,7.6752
